ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
230643_at	0.01957987	2.91e-04	8.734198	WNT9A	Wnt family member 9A
232095_at	0.01967039	2.94e-04	8.725493		
232008_s_at	0.01976652	2.96e-04	8.716497	BBX	BBX, HMG-box containing
225678_at	0.01978095	2.97e-04	8.710849	POLR3H	RNA polymerase III subunit H
235251_at	0.01978095	2.98e-04	8.706689		
226488_at	0.01978095	3.00e-04	8.702521	RCCD1	RCC1 domain containing 1
242065_x_at	0.01978095	3.00e-04	8.702182	IDI1	isopentenyl-diphosphate delta isomerase 1
233079_at	0.01999663	3.04e-04	8.685603		
227404_s_at	0.01999663	3.05e-04	8.68305	EGR1	early growth response 1
236777_at	0.0200437	3.06e-04	8.676727	ZSCAN16-AS1	ZSCAN16 antisense RNA 1
224603_at	0.0200437	3.07e-04	8.673713	SNHG16///SNORD1C///SNORD1A	small nucleolar RNA host gene 16///small nucleolar RNA, C/D box 1C///small nucleolar RNA, C/D box 1A
223781_x_at	0.02053423	3.17e-04	8.63874	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide
239469_at	0.02053423	3.17e-04	8.637678		
241874_at	0.02053423	3.17e-04	8.636078	IGIP	IgA inducing protein
225936_at	0.020666	3.21e-04	8.623044	EID2	EP300 interacting inhibitor of differentiation 2
242988_at	0.020666	3.22e-04	8.618832	DCST2	DC-STAMP domain containing 2
239413_at	0.020666	3.24e-04	8.613432	CEP152	centrosomal protein 152
229422_at	0.020666	3.24e-04	8.613425	NRDC	nardilysin convertase
222976_s_at	0.020666	3.24e-04	8.612464	TPM3	tropomyosin 3
237741_at	0.02096608	3.30e-04	8.592703	SLC25A36	solute carrier family 25 member 36
227930_at	0.02115831	3.35e-04	8.57478	AGO4	argonaute 4, RISC catalytic component
236007_at	0.02115831	3.35e-04	8.573311	AKAP10	A-kinase anchoring protein 10
231029_at	0.02115831	3.35e-04	8.572616	F5	coagulation factor V
229765_at	0.02118066	3.39e-04	8.561761	ZNF207	zinc finger protein 207
225874_at	0.02118066	3.39e-04	8.560369	UBALD1	UBA like domain containing 1
228171_s_at	0.02118066	3.40e-04	8.557905	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4
228087_at	0.02118066	3.40e-04	8.555947	CCDC126	coiled-coil domain containing 126
234302_s_at	0.02118066	3.41e-04	8.553839	ALKBH5	alkB homolog 5, RNA demethylase
227871_at	0.02118066	3.42e-04	8.54962	CHM	CHM, Rab escort protein 1
230805_at	0.02118066	3.42e-04	8.54927	MIR142	microRNA 142
227182_at	0.0213002	3.45e-04	8.539694	SUSD3	sushi domain containing 3
230529_at	0.02134408	3.47e-04	8.534218	HECA	hdc homolog, cell cycle regulator
236900_x_at	0.02163369	3.54e-04	8.511331	CCDC163	coiled-coil domain containing 163
227262_at	0.02163369	3.54e-04	8.509882	HAPLN3	hyaluronan and proteoglycan link protein 3
228041_at	0.02163369	3.55e-04	8.50849	AASDH	aminoadipate-semialdehyde dehydrogenase
225710_at	0.02163369	3.55e-04	8.506394	GNB4	G protein subunit beta 4
224568_x_at	0.02167315	3.57e-04	8.50018	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
226136_at	0.02167315	3.58e-04	8.497371	GLIPR1	GLI pathogenesis related 1
225626_at	0.02167315	3.60e-04	8.492828	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
225683_x_at	0.02167315	3.60e-04	8.492058	PHPT1	phosphohistidine phosphatase 1
224600_at	0.02168196	3.61e-04	8.488552	CGGBP1	CGG triplet repeat binding protein 1
226280_at	0.02172433	3.63e-04	8.483283	BNIP2	BCL2 interacting protein 2
236432_at	0.02186579	3.66e-04	8.472828		
225205_at	0.02193334	3.68e-04	8.466281	KIF3B	kinesin family member 3B
223190_s_at	0.02194682	3.69e-04	8.462569	KMT2E	lysine methyltransferase 2E
223433_at	0.02209182	3.73e-04	8.451879	YAE1D1	Yae1 domain containing 1
228516_at	0.02209182	3.74e-04	8.449041	CDAN1	codanin 1
224960_at	0.02232255	3.79e-04	8.434169	SCYL2	SCY1 like pseudokinase 2
239187_at	0.02242719	3.81e-04	8.425843	DCAF16	DDB1 and CUL4 associated factor 16
228105_at	0.0224504	3.83e-04	8.421598		
222952_s_at	0.0224504	3.85e-04	8.413863	TLR7	toll like receptor 7
242679_at	0.0224504	3.86e-04	8.412941	TTN-AS1	TTN antisense RNA 1
242007_at	0.0224504	3.86e-04	8.412837	FBXO30	F-box protein 30
227319_at	0.02287471	3.94e-04	8.38849	KLHL36	kelch like family member 36
226510_at	0.02288551	3.95e-04	8.385023	HEATR5A	HEAT repeat containing 5A
243916_x_at	0.02291876	3.97e-04	8.380443	UBLCP1	ubiquitin like domain containing CTD phosphatase 1
236223_s_at	0.02292927	3.98e-04	8.377006	RIT1	Ras like without CAAX 1
243852_at	0.02302305	4.01e-04	8.367651	LUC7L2	LUC7 like 2, pre-mRNA splicing factor
225982_at	0.02302305	4.02e-04	8.366539	UBTF	upstream binding transcription factor, RNA polymerase I
229498_at	0.02311601	4.04e-04	8.359044	MBNL3	muscleblind like splicing regulator 3
239122_at	0.02333718	4.09e-04	8.345281		
224676_at	0.02336348	4.11e-04	8.339043	TMED4	transmembrane p24 trafficking protein 4
230821_at	0.02336348	4.13e-04	8.335465	ZNF148	zinc finger protein 148
224939_at	0.02336348	4.13e-04	8.334817	NUFIP2	NUFIP2, FMR1 interacting protein 2
222537_s_at	0.02336348	4.14e-04	8.330918	CDC42SE1	CDC42 small effector 1
234392_at	0.02336348	4.16e-04	8.326888	HIST1H4PS1	histone cluster 1, H4, pseudogene 1
229066_at	0.02336348	4.16e-04	8.326135		
232297_at	0.02336348	4.17e-04	8.323703	KLHL5	kelch like family member 5
232098_at	0.02336348	4.18e-04	8.321203	DST	dystonin
227591_at	0.02358242	4.24e-04	8.305844	SH3BP5-AS1	SH3BP5 antisense RNA 1
224473_x_at	0.02358242	4.24e-04	8.304925	LZTS2	leucine zipper tumor suppressor 2
237246_at	0.02380732	4.29e-04	8.291286		
222634_s_at	0.02408436	4.35e-04	8.275285	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1
226843_s_at	0.02411195	4.37e-04	8.27119	PAPD5	poly(A) RNA polymerase D5, non-canonical
224933_s_at	0.02411519	4.38e-04	8.268257	JMJD1C	jumonji domain containing 1C
242078_at	0.02420799	4.42e-04	8.258076	AFF3	AF4/FMR2 family member 3
225344_at	0.02420799	4.43e-04	8.254748	NCOA7	nuclear receptor coactivator 7
244475_at	0.02420799	4.44e-04	8.252004		
242877_at	0.02420799	4.45e-04	8.250111		
242290_at	0.02420799	4.45e-04	8.250076	TACC1	transforming acidic coiled-coil containing protein 1
243910_x_at	0.02435616	4.49e-04	8.240375	CAND1	cullin associated and neddylation dissociated 1
223297_at	0.02457968	4.54e-04	8.227222	AMMECR1L	AMMECR1 like
238610_s_at	0.02459197	4.55e-04	8.223546		
239937_at	0.02459197	4.56e-04	8.221208	ZNF207	zinc finger protein 207
227685_at	0.02473561	4.60e-04	8.211855	TMF1	TATA element modulatory factor 1
223031_s_at	0.02481942	4.63e-04	8.205293	TRAF7	TNF receptor associated factor 7
230599_at	0.02482715	4.64e-04	8.202239		
231835_at	0.02485416	4.66e-04	8.196628	FAM213B	family with sequence similarity 213 member B
226378_s_at	0.02485416	4.66e-04	8.195621	C19orf25	chromosome 19 open reading frame 25
238734_at	0.02486174	4.68e-04	8.192595		
228308_at	0.02496168	4.71e-04	8.185349	FKBP11	FK506 binding protein 11
238491_at	0.02525018	4.78e-04	8.167992	TAF1A-AS1	TAF1A antisense RNA 1
244572_at	0.02525018	4.78e-04	8.166927	KY	kyphoscoliosis peptidase
242696_at	0.02536507	4.82e-04	8.159101		
242968_at	0.02539548	4.83e-04	8.155089		
236653_at	0.02550503	4.88e-04	8.144826	LINC00662	long intergenic non-protein coding RNA 662
240540_at	0.02550503	4.88e-04	8.143117		
226428_at	0.02550503	4.89e-04	8.141631	TNPO2	transportin 2
235556_at	0.02550503	4.90e-04	8.139662	CREBRF	CREB3 regulatory factor
235984_at	0.02562476	4.93e-04	8.131712		
228108_at	0.02597896	5.01e-04	8.11347	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
229225_at	0.02601431	5.05e-04	8.104669	NRP2	neuropilin 2
228990_at	0.02601431	5.05e-04	8.10445	SNORA16A///SNORA61///SNORA44///SNHG12	small nucleolar RNA, H/ACA box 16A///small nucleolar RNA, H/ACA box 61///small nucleolar RNA, H/ACA box 44///small nucleolar RNA host gene 12
231553_s_at	0.02601431	5.05e-04	8.104133	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3
225104_at	0.02601655	5.07e-04	8.10145	ZNF598	zinc finger protein 598
228247_at	0.02603537	5.08e-04	8.098048	LOC283788	FSHD region gene 1 pseudogene
226481_at	0.02619972	5.13e-04	8.088313	DCAF1	DDB1 and CUL4 associated factor 1
226051_at	0.02635801	5.17e-04	8.077532	SELM	selenoprotein M
241310_at	0.02635801	5.18e-04	8.076331	NEK5	NIMA related kinase 5
231870_s_at	0.02654095	5.23e-04	8.065907	NMD3	NMD3 ribosome export adaptor
234883_x_at	0.02666138	5.26e-04	8.058208		
223886_s_at	0.02678633	5.30e-04	8.050347	RNF146	ring finger protein 146
233759_s_at	0.02684046	5.33e-04	8.043563	PPP4R3B	protein phosphatase 4 regulatory subunit 3B
229347_at	0.02684046	5.34e-04	8.041685	MIR4458///MIR4458HG	microRNA 4458///MIR4458 host gene
226774_at	0.02684046	5.35e-04	8.040459	FAM120B	family with sequence similarity 120B
228252_at	0.02736755	5.47e-04	8.014584	PIF1	PIF1 5'-to-3' DNA helicase
227651_at	0.02736755	5.48e-04	8.011952	NACC1	nucleus accumbens associated 1
223803_s_at	0.02736755	5.49e-04	8.010805	ZCCHC10	zinc finger CCHC-type containing 10
223425_at	0.02746126	5.52e-04	8.004419	RAVER1	ribonucleoprotein, PTB binding 1
226747_at	0.02750365	5.54e-04	8.000169	TXNDC16	thioredoxin domain containing 16
234671_at	0.02761354	5.59e-04	7.989316	KRTAP4-2	keratin associated protein 4-2
225166_at	0.02761354	5.61e-04	7.986243	ARHGAP18	Rho GTPase activating protein 18
235424_at	0.02761354	5.61e-04	7.985808	FAM122A	family with sequence similarity 122A
243972_at	0.02761354	5.61e-04	7.985711	BTF3L4	basic transcription factor 3 like 4
226897_s_at	0.02762487	5.62e-04	7.982777	ZC3H7A	zinc finger CCCH-type containing 7A
238612_at	0.02775315	5.66e-04	7.97505	BRD4	bromodomain containing 4
227567_at	0.02776048	5.68e-04	7.972294	LINC00674	long intergenic non-protein coding RNA 674
244443_at	0.02778943	5.69e-04	7.968658	LINC01578	long intergenic non-protein coding RNA 1578
233830_at	0.02798547	5.75e-04	7.957265	LOC90246	uncharacterized LOC90246
224576_at	0.02798547	5.76e-04	7.955786	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
230011_at	0.02806233	5.79e-04	7.950023	MEI1	meiotic double-stranded break formation protein 1
223003_at	0.02806233	5.80e-04	7.947806	C19orf43	chromosome 19 open reading frame 43
229405_at	0.02810458	5.82e-04	7.943673	KIF7	kinesin family member 7
226684_at	0.02815769	5.84e-04	7.93911	ATG2B	autophagy related 2B
226423_at	0.02869958	5.97e-04	7.914125	PAQR8	progestin and adipoQ receptor family member 8
226659_at	0.02869958	6.00e-04	7.909623	DEF6	DEF6, guanine nucleotide exchange factor
222806_s_at	0.02869958	6.01e-04	7.907476	EMSY	EMSY, BRCA2 interacting transcriptional repressor
224552_s_at	0.02869958	6.02e-04	7.905861	KCNK4	potassium two pore domain channel subfamily K member 4
223305_at	0.02869958	6.02e-04	7.905454	TMEM216	transmembrane protein 216
238290_at	0.0287208	6.04e-04	7.901157	LOC101929464	uncharacterized LOC101929464
237334_at	0.0287208	6.05e-04	7.899846	SFXN2	sideroflexin 2
223811_s_at	0.02872315	6.06e-04	7.897376	GET4///SUN1	golgi to ER traffic protein 4///Sad1 and UNC84 domain containing 1
232516_x_at	0.02873069	6.08e-04	7.894706	DAP3	death associated protein 3
242946_at	0.02875455	6.10e-04	7.891398	CD53	CD53 molecule
226565_at	0.02880591	6.12e-04	7.887011	TMEM99	transmembrane protein 99
227594_at	0.02883191	6.14e-04	7.883209	ZMYM6	zinc finger MYM-type containing 6
223060_at	0.02883191	6.15e-04	7.881279	C14orf119	chromosome 14 open reading frame 119
235857_at	0.02892496	6.18e-04	7.875276	KCTD11	potassium channel tetramerization domain containing 11
225278_at	0.02921777	6.27e-04	7.85992	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
237065_s_at	0.02921777	6.27e-04	7.859172	LAMTOR5-AS1	LAMTOR5 antisense RNA 1
226395_at	0.02939223	6.33e-04	7.849333	HOOK3	hook microtubule tethering protein 3
231708_at	0.02939223	6.33e-04	7.847763	C2CD3	C2 calcium dependent domain containing 3
239676_x_at	0.02980352	6.44e-04	7.829684	FBRSL1	fibrosin like 1
232555_at	0.02980586	6.45e-04	7.827279	CREB5	cAMP responsive element binding protein 5
224861_at	0.02983606	6.48e-04	7.822571	GNAQ	G protein subunit alpha q
229508_at	0.02983606	6.49e-04	7.820108	U2AF2	U2 small nuclear RNA auxiliary factor 2
244578_at	0.02983606	6.50e-04	7.818249	LCP2	lymphocyte cytosolic protein 2
239651_at	0.02983606	6.51e-04	7.816914	ANAPC5	anaphase promoting complex subunit 5
234569_at	0.02989828	6.54e-04	7.812261		
222405_at	0.03007907	6.59e-04	7.80314	HACD3	3-hydroxyacyl-CoA dehydratase 3
223940_x_at	0.03036837	6.68e-04	7.787981	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
239487_at	0.03036837	6.68e-04	7.787734		
233656_s_at	0.03046808	6.71e-04	7.781747	VPS54	VPS54, GARP complex subunit
231353_at	0.03054348	6.75e-04	7.77588		
223640_at	0.03054348	6.76e-04	7.774415	HCST	hematopoietic cell signal transducer
232302_at	0.03095634	6.86e-04	7.756948	PDLIM2	PDZ and LIM domain 2
243665_s_at	0.03097245	6.88e-04	7.754106	CELF4	CUGBP, Elav-like family member 4
242491_at	0.03123062	6.96e-04	7.741754		
230099_at	0.03123062	6.98e-04	7.737198		
227190_at	0.03123062	6.99e-04	7.73641	TMEM37	transmembrane protein 37
226880_at	0.03123062	6.99e-04	7.735737	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
227618_at	0.03143361	7.05e-04	7.726172	NHSL2	NHS like 2
224945_at	0.03159946	7.10e-04	7.717989	BTBD7	BTB domain containing 7
227007_at	0.03196832	7.21e-04	7.701242	TMCO4	transmembrane and coiled-coil domains 4
241299_at	0.03196832	7.21e-04	7.700417	LOC102724611	uncharacterized LOC102724611
233768_at	0.03211588	7.26e-04	7.692995		
239022_at	0.03251236	7.37e-04	7.676907		
226999_at	0.03258883	7.40e-04	7.670872	RNPC3	RNA binding region (RNP1, RRM) containing 3
224928_at	0.03258883	7.41e-04	7.669848	SETD7	SET domain containing lysine methyltransferase 7
238429_at	0.03263576	7.44e-04	7.665118	TMEM71	transmembrane protein 71
224760_at	0.03263576	7.45e-04	7.663837	SP1	Sp1 transcription factor
224227_s_at	0.03285065	7.52e-04	7.653707	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
222403_at	0.03285065	7.54e-04	7.65042	MTCH2	mitochondrial carrier 2
226743_at	0.03285065	7.54e-04	7.649873	SLFN11	schlafen family member 11
238929_at	0.03315916	7.64e-04	7.635772	SRSF8	serine and arginine rich splicing factor 8
231491_at	0.03315916	7.64e-04	7.634965	LINC00113	long intergenic non-protein coding RNA 113
236530_at	0.03329289	7.69e-04	7.628251	HS1BP3	HCLS1 binding protein 3
230391_at	0.0334008	7.73e-04	7.622091	CD84	CD84 molecule
222387_s_at	0.0334008	7.75e-04	7.619657	VPS35	VPS35 retromer complex component
235005_at	0.0334008	7.76e-04	7.618129	DIS3L	DIS3 like exosome 3'-5' exoribonuclease
241815_at	0.03357153	7.82e-04	7.609561		
225552_x_at	0.03357153	7.83e-04	7.608079	AURKAIP1	aurora kinase A interacting protein 1
230629_s_at	0.03361566	7.86e-04	7.603638	EP400	E1A binding protein p400
225097_at	0.03361566	7.87e-04	7.602322	HIPK2	homeodomain interacting protein kinase 2
224732_at	0.03367528	7.91e-04	7.596701	CHTF8	chromosome transmission fidelity factor 8
237287_at	0.03367528	7.91e-04	7.596065		
227528_s_at	0.0338963	7.98e-04	7.586515	KMT2D	lysine methyltransferase 2D
241355_at	0.0338963	7.99e-04	7.584436	HR	hair growth associated
232527_at	0.03406342	8.05e-04	7.576767	PSMD6-AS2	PSMD6 antisense RNA 2
223728_at	0.03423933	8.12e-04	7.56616	CENPBD1	CENPB DNA-binding domain containing 1
244341_at	0.03423933	8.13e-04	7.565704		
233506_at	0.03423933	8.13e-04	7.564635		
238969_at	0.0346621	8.26e-04	7.546992	PQLC2L	PQ loop repeat containing 2 like
223147_s_at	0.0346621	8.27e-04	7.54659	SFT2D3///WDR33	SFT2 domain containing 3///WD repeat domain 33
238768_at	0.03476254	8.31e-04	7.540387	C2orf68	chromosome 2 open reading frame 68
227393_at	0.03476254	8.36e-04	7.533423	ANO9	anoctamin 9
232175_at	0.03476254	8.37e-04	7.532192	ARF1	ADP ribosylation factor 1
223353_at	0.03476254	8.37e-04	7.532188	MOB2	MOB kinase activator 2
240908_at	0.03476254	8.37e-04	7.532143		
235071_at	0.03476254	8.38e-04	7.53085	WDR92	WD repeat domain 92
235216_at	0.0349408	8.44e-04	7.523013	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1
229539_at	0.03521473	8.52e-04	7.512139	ABCB8	ATP binding cassette subfamily B member 8
227728_at	0.03561539	8.63e-04	7.497319	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A
222640_at	0.03563831	8.66e-04	7.49454	DNMT3A	DNA methyltransferase 3 alpha
225669_at	0.03572269	8.69e-04	7.489823	IFNAR1	interferon alpha and beta receptor subunit 1
231111_at	0.03572456	8.71e-04	7.487719	SCYL3	SCY1 like pseudokinase 3
224787_s_at	0.03585844	8.76e-04	7.481458	RAB18	RAB18, member RAS oncogene family
230352_at	0.03602008	8.81e-04	7.474349	PRPS2	phosphoribosyl pyrophosphate synthetase 2
224889_at	0.03658821	8.97e-04	7.45467	FOXO3	forkhead box O3
239926_at	0.03662294	8.99e-04	7.451571		
234491_s_at	0.0366677	9.03e-04	7.446688	SAV1	salvador family WW domain containing protein 1
224641_at	0.0366677	9.04e-04	7.446147	FYTTD1	forty-two-three domain containing 1
230185_at	0.03672157	9.07e-04	7.442276	THAP9	THAP domain containing 9
224342_x_at	0.03672157	9.08e-04	7.440459	BMS1P20	BMS1, ribosome biogenesis factor pseudogene 20
223701_s_at	0.03676177	9.11e-04	7.436903	USP47	ubiquitin specific peptidase 47
231904_at	0.03676177	9.12e-04	7.435208	U2AF1	U2 small nuclear RNA auxiliary factor 1
229348_at	0.03686861	9.17e-04	7.429934	UBIAD1	UbiA prenyltransferase domain containing 1
223081_at	0.03688264	9.20e-04	7.425805	PHF23	PHD finger protein 23
238509_at	0.03688264	9.21e-04	7.424743	CUL1	cullin 1
233328_x_at	0.03688264	9.23e-04	7.421928	SLC17A9	solute carrier family 17 member 9
225499_at	0.03688264	9.24e-04	7.420878	RALGAPA2	Ral GTPase activating protein catalytic alpha subunit 2
228220_at	0.03688264	9.25e-04	7.419133	FCHO2	FCH domain only 2
229939_at	0.03688264	9.27e-04	7.417559	ENDOV	endonuclease V
226405_s_at	0.03706355	9.34e-04	7.408677	ARRDC1	arrestin domain containing 1
229694_at	0.03706355	9.35e-04	7.408094	WDR11	WD repeat domain 11
232210_at	0.03708066	9.37e-04	7.405603		
231165_at	0.03775506	9.55e-04	7.383334		
234111_at	0.03780701	9.58e-04	7.379665	ZNF81	zinc finger protein 81
231747_at	0.03780701	9.60e-04	7.377862	CYSLTR1	cysteinyl leukotriene receptor 1
223623_at	0.03800428	9.67e-04	7.370046	C2orf40	chromosome 2 open reading frame 40
237177_at	0.03804957	9.70e-04	7.365928	CNTN4	contactin 4
229269_x_at	0.03804957	9.73e-04	7.362141	SSBP4	single stranded DNA binding protein 4
235309_at	0.03804957	9.74e-04	7.36194	RPS15A	ribosomal protein S15a
236754_at	0.03804957	9.75e-04	7.360913	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2
244714_at	0.03831784	9.85e-04	7.349052		
233588_x_at	0.03831784	9.86e-04	7.348014	MIR6834///PFDN6	microRNA 6834///prefoldin subunit 6
242264_at	0.03831784	9.87e-04	7.347198		
223022_s_at	0.0387063	9.98e-04	7.333917	VTA1	vesicle trafficking 1
223044_at	0.03871707	1.00e-03	7.32934	SLC40A1	solute carrier family 40 member 1
234478_at	0.03871707	1.01e-03	7.325694		
224642_at	0.03871707	1.01e-03	7.325421	FYTTD1	forty-two-three domain containing 1
243650_at	0.03871707	1.01e-03	7.323825	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2
224366_s_at	0.03871707	1.01e-03	7.321033	REPS1	RALBP1 associated Eps domain containing 1
232323_s_at	0.03871707	1.01e-03	7.31991	TTC17	tetratricopeptide repeat domain 17
224699_s_at	0.03871707	1.01e-03	7.316721	ESYT2	extended synaptotagmin 2
223343_at	0.03871707	1.01e-03	7.31664	MS4A7	membrane spanning 4-domains A7
227877_at	0.03871707	1.02e-03	7.31363	ANXA2R	annexin A2 receptor
233189_at	0.03871707	1.02e-03	7.312792		
226253_at	0.03871707	1.02e-03	7.312609	LRRC45	leucine rich repeat containing 45
224571_at	0.03877176	1.02e-03	7.307977	IRF2BP2	interferon regulatory factor 2 binding protein 2
228156_at	0.03877176	1.02e-03	7.307246		
236814_at	0.03899741	1.03e-03	7.298836	MDM4	MDM4, p53 regulator
200044_at	0.03924675	1.04e-03	7.28979	GATC///SRSF9	glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9
235097_at	0.03924991	1.04e-03	7.287823	TRMT44	tRNA methyltransferase 44 homolog (S. cerevisiae)
237383_at	0.03925631	1.04e-03	7.285767		
225246_at	0.03944979	1.05e-03	7.27837	STIM2	stromal interaction molecule 2
228192_at	0.03947029	1.05e-03	7.27592	MIR3934///UQCC2	microRNA 3934///ubiquinol-cytochrome c reductase complex assembly factor 2
